iso3c,year,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se
LVA,2005,35.3,1.1,47.3,2
LVA,2006,35.3,1.1,47.4,2
LVA,2007,35.6,1,47.6,2
LVA,2008,35.7,1,47.7,2
LVA,2009,35.7,1,47.8,1.9
LVA,2010,35.6,1,47.8,1.9
LVA,2011,35.5,1,47.7,1.9
LVA,2012,35.4,1.1,47.6,2
LVA,2013,35.3,1,47.6,2.1
LVA,2014,35.1,1.1,47.5,2.2
LVA,2015,35,1.2,47.5,2.2
LVA,2016,34.9,1.3,47.4,2.4
LVA,2017,34.9,1.4,47.5,2.6
LVA,2018,35,1.6,47.5,2.7
LBN,1995,38.3,3.3,40.5,3.7
LBN,1996,38.3,3.3,40.4,3.7
LBN,1997,38.2,3.1,40.4,3.6
LBN,1998,38.1,3.2,40.3,3.6
LBN,1999,38,3.2,40.2,3.4
LBN,2000,38,3.1,40.2,3.4
LBN,2001,37.9,3.1,40.1,3.2
LBN,2002,37.8,3,40,3.2
LBN,2003,37.8,3,39.9,3.2
LBN,2004,37.7,3,39.8,3.1
LBN,2005,37.5,2.9,39.7,3.2
LBN,2006,37.4,3,39.6,3.2
LBN,2007,37.3,3.1,39.4,3.2
LBN,2008,37.2,3.1,39.3,3.2
LBN,2009,37,3.1,39.1,3.2
LBN,2010,36.8,3.1,39,3.2
LBN,2011,36.7,3.1,38.8,3.2
LBN,2012,36.6,3.2,38.8,3.3
LSO,1986,53.2,3.5,60.7,3.2
LSO,1987,53.3,3.5,60.8,3
LSO,1988,53.1,3.5,60.8,3.1
LSO,1989,53,3.6,60.7,3.2
LSO,1990,52.9,3.6,60.7,3.2
LSO,1991,52.9,3.6,60.7,3.2
LSO,1992,52.8,3.5,60.7,3.2
LSO,1993,52.7,3.6,60.7,3.2
LSO,1994,52.6,3.6,60.7,3.2
LSO,1995,52.5,3.7,60.6,3.2
LSO,1996,52.3,3.6,60.4,3.2
LSO,1997,52.1,3.6,60.3,3.1
LSO,1998,51.9,3.6,60.1,3.1
LSO,1999,51.8,3.7,60,3
LSO,2000,51.6,3.6,59.8,3
LSO,2001,51.4,3.6,59.7,3.1
LSO,2002,51.2,3.6,59.6,3.1
LSO,2003,51.1,3.6,59.5,3.1
LSO,2004,51,3.7,59.4,3.1
LSO,2005,50.8,3.6,59.3,3.1
LSO,2006,50.7,3.7,59.2,3.2
LSO,2007,50.6,3.7,59.2,3.3
LSO,2008,50.5,3.8,59.1,3.4
LSO,2009,50.4,3.8,59,3.4
LSO,2010,50.4,3.9,59,3.5
LSO,2011,50.2,3.8,58.8,3.6
LSO,2012,50.1,3.9,58.7,3.7
LSO,2013,50,4,58.5,3.6
LSO,2014,49.8,4,58.4,3.7
LSO,2015,49.7,4.1,58.2,3.7
LSO,2016,49.5,4.2,58.1,3.8
LSO,2017,49.4,4.2,58,3.9
LBR,2005,37.5,2.9,39.6,3
LBR,2006,37.5,2.8,39.6,2.9
LBR,2007,37.5,2.8,39.5,2.8
LBR,2008,37.5,2.8,39.5,2.9
LBR,2009,37.4,2.8,39.4,2.9
LBR,2010,37.4,2.8,39.4,2.9
LBR,2011,37.3,2.8,39.3,2.9
LBR,2012,37.3,2.9,39.2,2.8
LBR,2013,37.2,2.8,39.2,2.7
LBR,2014,37.1,2.7,39.1,2.7
LBR,2015,37.1,2.8,39.1,2.8
LBR,2016,37.1,2.9,39.1,2.9
LBY,2003,32.8,3.9,34.6,3.9
LBY,2004,32.8,4,34.5,3.9
LBY,2005,32.8,4,34.5,4
LBY,2006,32.7,4,34.5,4
LBY,2007,32.7,3.9,34.5,3.9
LBY,2008,32.7,3.9,34.5,3.9
LTU,1988,26.7,1.4,42,2.4
LTU,1989,27.1,1.4,42.5,2.3
LTU,1990,27.7,1.4,43,2.3
LTU,1991,28.4,1.5,43.6,2.2
LTU,1992,29.1,1.4,44.3,2.1
LTU,1993,29.8,1.4,44.9,2
LTU,1994,30.5,1.4,45.5,2
LTU,1995,30.8,1.4,45.9,1.9
LTU,1996,31.2,1.3,46.3,1.9
LTU,1997,31.3,1.3,46.6,1.9
LTU,1998,31.5,1.2,46.9,1.8
LTU,1999,31.7,1.2,47.3,1.7
LTU,2000,32,1.1,47.6,1.7
LTU,2001,32.2,1.1,48,1.6
LTU,2002,32.4,1.1,48.4,1.5
LTU,2003,32.9,1,48.9,1.4
LTU,2004,33.4,0.9,49.5,1.2
LTU,2005,33.4,0.9,49.5,1.1
LTU,2006,33.2,0.8,49.4,1.1
LTU,2007,33.3,0.8,49.8,1.1
LTU,2008,33.7,0.8,50.5,1
LTU,2009,33.9,0.9,51.1,1
LTU,2010,33.6,0.8,51.4,1
LTU,2011,33.7,0.8,51.4,1
LTU,2012,34.3,0.9,51.6,1
LTU,2013,34.9,0.9,51.4,1.1
LTU,2014,35.4,1,51.4,1.2
LTU,2015,35.8,1,51.4,1.2
LTU,2016,36.1,1,51.3,1.2
LTU,2017,36.2,1.1,51.3,1.3
LTU,2018,36.1,1.4,51.2,1.6
LUX,1985,23.8,0.7,38.7,1.3
LUX,1986,24,0.9,39.1,1.3
LUX,1987,24.1,1.1,39.2,1.5
LUX,1988,24.1,1.2,39.3,1.5
LUX,1989,24.2,1.2,39.4,1.6
LUX,1990,24.3,1.2,39.6,1.6
LUX,1991,24.3,1.2,39.7,1.6
LUX,1992,24.4,1.2,40,1.5
LUX,1993,24.5,1.1,40.3,1.5
LUX,1994,24.6,1,40.6,1.3
LUX,1995,25.1,0.9,41.2,1.3
LUX,1996,25.5,0.8,41.8,1.2
LUX,1997,25.7,0.8,42.2,1.2
LUX,1998,25.9,1,42.5,1.2
LUX,1999,26,1,42.7,1.2
LUX,2000,26.1,0.9,42.9,1.1
LUX,2001,26.1,0.8,43.2,1.2
LUX,2002,26.4,0.9,43.7,1.2
LUX,2003,26.6,0.9,44.1,1.2
LUX,2004,26.9,0.9,44.6,1.2
LUX,2005,27.1,0.7,44.9,1.1
LUX,2006,27.3,0.8,45.2,1.1
LUX,2007,27.6,0.8,45.6,1.1
LUX,2008,27.9,0.8,46.1,1.1
LUX,2009,27.8,0.8,46.2,1.1
LUX,2010,27.8,0.8,46.4,1.1
LUX,2011,28.1,0.7,46.7,1.1
LUX,2012,28.6,0.8,47.2,1.1
LUX,2013,28.6,0.8,47.4,1.1
LUX,2014,28.6,0.8,47.5,1.2
LUX,2015,29.1,0.8,47.9,1.3
LUX,2016,29.5,0.9,48.2,1.4
LUX,2017,29.8,1.1,48.5,1.5
MKD,1994,31,1.9,53.1,3.7
MKD,1995,31,1.8,53.2,3.6
MKD,1996,31.1,1.7,53.4,3.5
MKD,1997,31.3,1.6,53.5,3.5
MKD,1998,31.5,1.6,53.8,3.4
MKD,1999,31.9,1.5,54,3.3
MKD,2000,32.3,1.5,54.3,3.2
MKD,2001,32.7,1.4,54.6,3.2
MKD,2002,33.1,1.3,54.8,3.1
MKD,2003,33.5,1.3,55,3.1
MKD,2004,33.9,1.4,55.3,3.1
MKD,2005,34.3,1.5,55.5,3
MKD,2006,34.6,1.4,55.7,3
MKD,2007,34.7,1.5,55.9,3
MKD,2008,34.9,1.4,56,3
MKD,2009,34.9,1.5,56.1,3.2
MKD,2010,34.8,1.5,56.2,3.2
MKD,2011,34.6,1.5,56.2,3.1
MKD,2012,34.3,1.6,56.2,3.2
MKD,2013,34,1.6,56.1,3.3
MKD,2014,33.7,1.6,56.1,3.3
MKD,2015,33.4,1.6,56.1,3.5
MKD,2016,33.2,1.7,56,3.6
MKD,2017,33.1,1.9,56,3.6
MDG,1962,41.8,3.7,44.2,3.9
MDG,1963,41.9,3.7,44.3,3.9
MDG,1964,42.1,3.7,44.5,3.9
MDG,1965,42.2,3.5,44.7,3.9
MDG,1966,42.3,3.5,44.8,3.8
MDG,1967,42.4,3.5,45,3.8
MDG,1968,42.5,3.5,45.1,3.8
MDG,1969,42.6,3.5,45.3,3.7
MDG,1970,42.7,3.5,45.5,3.6
MDG,1971,42.8,3.4,45.6,3.6
MDG,1972,42.9,3.4,45.8,3.6
MDG,1973,43.1,3.3,45.9,3.6
MDG,1974,43.2,3.2,46.1,3.5
MDG,1975,43.3,3.2,46.3,3.5
MDG,1976,43.5,3.2,46.4,3.5
MDG,1977,43.7,3.2,46.5,3.3
MDG,1978,43.7,3.1,46.7,3.2
MDG,1979,43.9,3,46.8,3.1
MDG,1980,44,2.9,47,3.1
MDG,1981,44.1,3,47,3.1
MDG,1982,44.1,3.1,47.1,3.1
MDG,1983,44.1,3,47.1,3.1
MDG,1984,44.1,2.9,47.1,3.2
MDG,1985,44.1,2.9,47.2,3.1
MDG,1986,44.1,2.8,47.2,3.1
MDG,1987,44.1,2.9,47.1,3
MDG,1988,44.2,2.9,47.2,2.9
MDG,1989,44.2,2.7,47.1,3
MDG,1990,44.2,2.7,47.2,2.9
MDG,1991,44.2,2.6,47.2,2.9
MDG,1992,44.3,2.6,47.2,2.8
MDG,1993,44.3,2.5,47.2,2.8
MDG,1994,44.3,2.5,47.2,2.8
MDG,1995,44.3,2.4,47.1,2.7
MDG,1996,44.2,2.4,47.1,2.6
MDG,1997,44.2,2.3,47.1,2.5
MDG,1998,44.2,2.2,47,2.5
MDG,1999,44.2,2.1,47.1,2.5
MDG,2000,44.3,2.1,47.2,2.4
MDG,2001,44.4,2.1,47.3,2.3
MDG,2002,44.3,2.2,47.2,2.4
MDG,2003,44.2,2.3,47,2.5
MDG,2004,44.1,2.3,46.9,2.4
MDG,2005,44,2.3,46.8,2.4
MDG,2006,43.9,2.3,46.7,2.6
MDG,2007,43.9,2.4,46.7,2.6
MDG,2008,43.9,2.4,46.6,2.7
MDG,2009,43.9,2.4,46.6,2.7
MDG,2010,43.9,2.5,46.6,2.7
MDG,2011,43.9,2.5,46.7,2.8
MDG,2012,43.9,2.6,46.7,3
MWI,1969,46.6,3.8,49.4,4.2
MWI,1970,46.7,3.9,49.5,4.1
MWI,1971,46.8,3.9,49.7,4.1
MWI,1972,46.9,3.8,49.9,4.1
MWI,1973,47,3.8,50,4.1
MWI,1974,47.1,3.7,50.2,4.1
MWI,1975,47.2,3.7,50.3,4
MWI,1976,47.4,3.7,50.5,3.9
MWI,1977,47.5,3.7,50.7,4
MWI,1978,47.6,3.5,50.9,4
MWI,1979,47.8,3.5,51,3.9
MWI,1980,47.9,3.5,51.3,3.8
MWI,1981,48,3.5,51.4,3.7
MWI,1982,48.1,3.4,51.5,3.6
MWI,1983,48.2,3.4,51.7,3.6
MWI,1984,48.4,3.4,51.8,3.6
MWI,1985,48.5,3.2,52,3.6
MWI,1986,48.5,3.2,52,3.6
MWI,1987,48.6,3.2,52,3.5
MWI,1988,48.6,3.1,52.1,3.5
MWI,1989,48.6,3,52,3.5
MWI,1990,48.6,3,52.1,3.5
MWI,1991,48.7,2.9,52.1,3.4
MWI,1992,48.7,2.9,52.2,3.4
MWI,1993,48.7,2.8,52.2,3.3
MWI,1994,48.7,2.8,52.2,3.3
MWI,1995,48.7,2.8,52.2,3.2
MWI,1996,48.7,2.7,52.3,3.1
MWI,1997,48.8,2.6,52.3,3
MWI,1998,48.4,2.6,51.8,2.9
MWI,1999,48.1,2.5,51.4,2.8
MWI,2000,47.8,2.5,50.9,2.7
MWI,2001,47.4,2.4,50.5,2.7
MWI,2002,47.1,2.4,50.1,2.6
MWI,2003,46.7,2.3,49.7,2.5
MWI,2004,46.3,2.2,49.2,2.3
MWI,2005,46.1,2.2,49,2.3
MWI,2006,46.1,2.3,48.9,2.4
MWI,2007,46,2.3,48.9,2.4
MWI,2008,46,2.4,48.9,2.4
MWI,2009,45.9,2.3,48.8,2.4
MWI,2010,45.9,2.3,48.8,2.4
MWI,2011,45.8,2.4,48.8,2.5
MWI,2012,45.7,2.4,48.7,2.6
MWI,2013,45.6,2.6,48.6,2.7
MWI,2014,45.7,2.6,48.6,2.9
MWI,2015,45.7,2.7,48.6,2.9
MWI,2016,45.7,2.7,48.6,3
MYS,1970,45.7,2.5,49,2.7
MYS,1971,45.8,2.5,49.1,2.7
MYS,1972,45.9,2.4,49.3,2.6
MYS,1973,46,2.3,49.4,2.6
MYS,1974,46.1,2.3,49.6,2.5
MYS,1975,46.2,2.3,49.6,2.4
MYS,1976,46.2,2.2,49.7,2.3
MYS,1977,46.1,2.2,49.6,2.3
MYS,1978,46.1,2.1,49.6,2.3
MYS,1979,46,2,49.5,2.2
MYS,1980,45.8,2.1,49.3,2.1
MYS,1981,45.6,2,49.1,2.2
MYS,1982,45.4,1.9,48.9,2.2
MYS,1983,45.2,1.9,48.7,2.1
MYS,1984,45.1,1.8,48.5,2.1
MYS,1985,44.8,1.9,48.2,2
MYS,1986,44.6,1.9,47.9,2
MYS,1987,44.4,1.9,47.6,2
MYS,1988,44.2,1.9,47.4,2
MYS,1989,44,1.9,47.2,2
MYS,1990,43.9,1.9,47.1,2
MYS,1991,43.8,1.9,47,2
MYS,1992,43.7,1.9,46.9,2
MYS,1993,43.6,1.9,46.8,2
MYS,1994,43.5,1.9,46.7,2.1
MYS,1995,43.3,1.9,46.6,2.1
MYS,1996,43.2,2,46.5,2.1
MYS,1997,43.1,1.9,46.4,2
MYS,1998,42.9,1.9,46.2,2.1
MYS,1999,42.8,1.9,46,2.1
MYS,2000,42.6,1.9,45.8,2.2
MYS,2001,42.4,1.9,45.6,2.2
MYS,2002,42.3,1.9,45.5,2.1
MYS,2003,42.1,1.9,45.3,2.1
MYS,2004,42,1.9,45.1,2
MYS,2005,41.8,1.8,44.9,2
MYS,2006,41.6,1.9,44.7,2
MYS,2007,41.5,1.8,44.5,2
MYS,2008,41.3,1.8,44.3,1.9
MYS,2009,41.2,1.8,44.2,2
MYS,2010,41,1.9,43.9,2.1
MYS,2011,40.8,1.9,43.7,2.1
MYS,2012,40.6,1.9,43.6,2.1
MYS,2013,40.4,2,43.3,2.2
MYS,2014,40.3,2.1,43.2,2.3
MYS,2015,40.2,2.2,43.1,2.4
MYS,2016,40.2,2.3,43.1,2.6
MDV,2002,39.5,2.8,42,3
MDV,2003,39.4,2.7,42,3
MDV,2004,39.4,2.7,42,3
MDV,2005,39.4,2.7,42,3
MDV,2006,39.4,2.7,42,3
MDV,2007,39.3,2.8,42,3
MDV,2008,39.3,2.8,42,3
MDV,2009,39.3,2.8,42,3
MDV,2010,39.3,2.8,42,3.1
MDV,2011,39.2,2.9,41.8,3.1
MDV,2012,39.1,2.9,41.7,3.2
MDV,2013,39,3,41.5,3.3
MDV,2014,38.9,3,41.4,3.3
MDV,2015,38.8,3.1,41.2,3.4
MDV,2016,38.6,3.2,41.1,3.5
MLI,1994,41.4,2.8,44.3,3.3
MLI,1995,41.4,2.8,44.2,3.3
MLI,1996,41.3,2.9,44.1,3.2
MLI,1997,41.2,2.7,44,3
MLI,1998,41.1,2.7,43.8,3
MLI,1999,41.1,2.6,43.7,2.8
MLI,2000,40.9,2.4,43.6,2.8
MLI,2001,40.9,2.4,43.5,2.6
MLI,2002,40.8,2.4,43.4,2.6
MLI,2003,40.7,2.4,43.3,2.7
MLI,2004,40.6,2.4,43.2,2.6
MLI,2005,40.5,2.5,43,2.6
MLI,2006,40.3,2.4,42.8,2.6
MLI,2007,40.2,2.5,42.6,2.7
MLI,2008,40,2.6,42.5,2.8
MLI,2009,39.9,2.6,42.3,2.8
MLT,1999,28.5,2.4,43.5,4.2
MLT,2000,28.3,2.5,43.5,4.2
MLT,2001,28.2,2.4,43.6,4.1
MLT,2002,28.1,2.2,43.6,4.2
MLT,2003,28,2.1,43.7,4.1
MLT,2004,27.9,2,43.7,4
MLT,2005,27.8,1.9,43.8,3.8
MLT,2006,27.7,1.8,43.8,3.9
MLT,2007,27.6,1.8,43.9,3.7
MLT,2008,27.5,1.7,43.9,3.6
MLT,2009,27.5,1.6,44,3.6
MLT,2010,27.5,1.7,44,3.6
MLT,2011,27.5,1.7,44.1,3.6
MLT,2012,27.5,1.7,44.1,3.6
MLT,2013,27.4,1.8,44.2,3.7
MLT,2014,27.4,1.8,44.2,3.8
MLT,2015,27.4,1.9,44.2,3.8
MLT,2016,27.4,1.9,44.2,3.8
MLT,2017,27.4,2.1,44.3,3.9
MLT,2018,27.4,2.3,44.3,4
MRT,1987,41.7,2.9,44.3,3.3
MRT,1988,41.7,2.8,44.3,3.2
MRT,1989,41.7,2.7,44.3,3.1
MRT,1990,41.6,2.6,44.3,2.9
MRT,1991,41.6,2.5,44.3,2.9
MRT,1992,41.6,2.4,44.3,2.8
MRT,1993,41.6,2.3,44.3,2.6
MRT,1994,41.5,2.3,44.1,2.5
MRT,1995,41.3,2.2,43.9,2.4
MRT,1996,41.3,2.2,43.9,2.4
MRT,1997,41.3,2.1,43.9,2.3
MRT,1998,41.3,2.1,43.8,2.2
MRT,1999,41.2,2,43.7,2.2
MRT,2000,41.1,1.9,43.7,2
MRT,2001,41.1,1.9,43.5,2
MRT,2002,41,1.9,43.5,2
MRT,2003,40.9,1.9,43.3,2
MRT,2004,40.8,1.8,43.2,2
MRT,2005,40.5,2,42.9,2
MRT,2006,40.2,1.9,42.5,2.1
MRT,2007,39.9,2,42.2,2.1
MRT,2008,39.6,2,41.8,2.1
MRT,2009,39.4,2.1,41.6,2.1
MRT,2010,39.2,2.2,41.3,2.2
MRT,2011,38.9,2.2,41,2.4
MRT,2012,38.7,2.2,40.7,2.4
MRT,2013,38.4,2.2,40.4,2.4
MRT,2014,38.2,2.3,40.1,2.5
MUS,1987,37.6,2.8,39.6,3.2
MUS,1988,37.6,2.7,39.6,3.1
MUS,1989,37.6,2.8,39.6,3.1
MUS,1990,37.6,2.7,39.6,3
MUS,1991,37.6,2.6,39.6,2.9
MUS,1992,37.6,2.6,39.6,2.8
MUS,1993,37.6,2.5,39.7,2.8
MUS,1994,37.6,2.6,39.7,2.8
MUS,1995,37.7,2.5,39.7,2.8
MUS,1996,37.7,2.5,39.7,2.8
MUS,1997,37.7,2.4,39.7,2.7
MUS,1998,37.7,2.4,39.8,2.6
MUS,1999,37.7,2.4,39.8,2.6
MUS,2000,37.7,2.4,39.8,2.6
MUS,2001,37.7,2.3,39.9,2.5
MUS,2002,37.7,2.2,39.9,2.5
MUS,2003,37.8,2.2,39.9,2.4
MUS,2004,37.8,2.2,40,2.4
MUS,2005,37.8,2.1,40,2.4
MUS,2006,37.9,2.1,40,2.3
MUS,2007,37.9,2.2,40.1,2.4
MUS,2008,38,2.2,40.2,2.4
MUS,2009,38.1,2.2,40.3,2.4
MUS,2010,38.1,2.2,40.4,2.4
MUS,2011,38.2,2.3,40.5,2.4
MUS,2012,38.2,2.2,40.6,2.4
MUS,2013,38.2,2.4,40.6,2.6
MUS,2014,38.2,2.5,40.6,2.8
MUS,2015,38.2,2.6,40.6,2.8
MUS,2016,38.2,2.7,40.6,2.9
MUS,2017,38.2,2.8,40.6,3
MEX,1963,52.1,2.5,53.1,3.2
MEX,1964,52,2.5,53.1,3.1
MEX,1965,52,2.3,53.2,3
MEX,1966,52,2.2,53.2,2.8
MEX,1967,52,2.1,53.2,2.7
MEX,1968,51.9,2,53.2,2.5
MEX,1969,51.7,2,52.9,2.6
MEX,1970,51.4,2.1,52.6,2.6
MEX,1971,51.2,2.1,52.3,2.6
MEX,1972,50.9,2,52,2.5
MEX,1973,50.6,2,51.7,2.5
MEX,1974,50.4,2,51.4,2.5
MEX,1975,50.1,2,51.1,2.5
MEX,1976,49.8,2,50.7,2.4
MEX,1977,49.5,2,50.4,2.4
MEX,1978,49.1,2,50,2.3
MEX,1979,48.9,2,49.5,2.3
MEX,1980,48.5,1.9,49.1,2.2
MEX,1981,48.2,1.9,48.7,2.2
MEX,1982,47.8,1.8,48.2,1.9
MEX,1983,47.5,1.7,47.8,1.8
MEX,1984,47.2,1.5,47.4,1.6
MEX,1985,47.3,1.5,47.6,1.7
MEX,1986,47.4,1.5,47.8,1.6
MEX,1987,47.6,1.5,48,1.6
MEX,1988,47.8,1.4,48.2,1.5
MEX,1989,47.9,1.3,48.4,1.4
MEX,1990,48.3,1.3,48.9,1.5
MEX,1991,48.6,1.3,49.3,1.4
MEX,1992,48.9,1.2,49.7,1.3
MEX,1993,49.1,1.2,50,1.3
MEX,1994,49.3,1.1,50.4,1.2
MEX,1995,49.3,1.1,50.4,1.2
MEX,1996,49.2,1.1,50.3,1.2
MEX,1997,49.2,1.1,50.4,1.2
MEX,1998,49.2,1.1,50.4,1.1
MEX,1999,48.9,1.1,50.3,1.2
MEX,2000,48.7,1.1,50,1.2
MEX,2001,48.3,1.1,49.7,1.2
MEX,2002,47.9,1,49.4,1.1
MEX,2003,47.6,0.9,49.2,1.1
MEX,2004,47.2,0.7,49,0.8
MEX,2005,47,0.7,48.8,0.7
MEX,2006,46.4,0.6,48.1,0.6
MEX,2007,46.4,0.8,48.3,0.9
MEX,2008,46.4,0.8,48.5,0.8
MEX,2009,46,0.9,48.2,1
MEX,2010,45.6,0.8,48,0.9
MEX,2011,45.4,1,47.8,1.1
MEX,2012,45.2,1.1,47.7,1.1
MEX,2013,44.9,1.1,47.5,1.1
MEX,2014,44.5,1,47.2,1
MEX,2015,44,1,46.5,1
MEX,2016,43.4,0.7,45.9,0.8
MEX,2017,43.1,0.9,45.5,1
MEX,2018,42.8,0.8,45.1,0.8
NA,1998,43,4,45.7,4.3
NA,1999,43,4,45.7,4.2
NA,2000,43,4,45.7,4.3
NA,2001,43,3.9,45.7,4.2
NA,2002,43,3.9,45.7,4.1
NA,2003,43,4,45.8,4.2
NA,2004,43,4,45.8,4.2
NA,2005,43,3.9,45.8,4.1
NA,2006,43,3.9,45.8,4.1
NA,2007,43,4,45.8,4.2
NA,2008,42.9,3.9,45.8,4.1
NA,2009,42.9,4,45.8,4.1
NA,2010,42.9,3.9,45.7,4.1
NA,2011,42.9,4,45.7,4.2
NA,2012,42.9,4,45.7,4.2
NA,2013,42.8,4,45.7,4.3
MDA,1988,33.3,2.2,51.4,3.7
MDA,1989,33.5,2.2,51.6,3.6
MDA,1990,33.9,2.1,51.8,3.4
MDA,1991,34.5,2,52,3.4
MDA,1992,35.1,1.9,52.3,3.3
MDA,1993,35.7,1.9,52.5,3.2
MDA,1994,36.3,1.8,52.8,3.1
MDA,1995,36.8,1.8,53,3
MDA,1996,37.4,1.7,53.3,2.9
MDA,1997,38,1.5,53.5,2.7
MDA,1998,38.4,1.4,53.7,2.6
MDA,1999,38.6,1.3,53.9,2.5
MDA,2000,38.6,1.2,54,2.5
MDA,2001,38.5,1.2,54,2.4
MDA,2002,38.4,1.1,54,2.4
MDA,2003,38.1,1.2,54,2.3
MDA,2004,38,1.2,53.9,2.3
MDA,2005,37.8,1.2,53.8,2.3
MDA,2006,37.6,1.2,53.7,2.3
MDA,2007,37.3,1.2,53.6,2.4
MDA,2008,36.9,1.2,53.4,2.3
MDA,2009,36.5,1.2,53.2,2.3
MDA,2010,36,1.2,52.9,2.3
MDA,2011,35.4,1.2,52.6,2.3
MDA,2012,34.9,1.2,52.4,2.5
MDA,2013,34.3,1.2,52.1,2.4
MDA,2014,33.7,1.3,51.9,2.5
MDA,2015,33.3,1.3,51.7,2.7
MDA,2016,33,1.4,51.6,2.8
MDA,2017,32.8,1.5,51.5,2.9
MDA,2018,32.8,1.7,51.5,3
MNG,1995,34.4,2.4,36.4,2.5
MNG,1996,34.4,2.3,36.4,2.6
MNG,1997,34.3,2.3,36.4,2.5
MNG,1998,34.3,2.2,36.4,2.4
MNG,1999,34.3,2.2,36.4,2.5
MNG,2000,34.3,2.1,36.5,2.4
MNG,2001,34.4,2.1,36.6,2.3
MNG,2002,34.4,2,36.7,2.2
MNG,2003,34.5,2,36.7,2.1
MNG,2004,34.5,1.9,36.8,2.1
MNG,2005,34.5,1.9,36.9,2.1
MNG,2006,34.6,1.8,36.9,2
MNG,2007,34.6,1.8,37,2
MNG,2008,34.6,1.8,36.9,2
MNG,2009,34.5,1.8,36.8,2
MNG,2010,34.6,1.8,36.8,1.9
MNG,2011,34.6,1.8,36.8,2
MNG,2012,34.5,1.9,36.8,2.1
MNG,2013,34.4,2,36.7,2.2
MNG,2014,34.4,2.1,36.7,2.2
MNG,2015,34.4,2.1,36.7,2.3
MNG,2016,34.4,2.2,36.7,2.5
MNG,2017,34.4,2.3,36.7,2.6
MNG,2018,34.4,2.4,36.7,2.7
MNE,2005,38.2,2,48.1,3.7
MNE,2006,38.2,1.9,48.2,3.5
MNE,2007,38.3,1.8,48.4,3.6
MNE,2008,38.4,1.7,48.5,3.5
MNE,2009,38.4,1.7,48.7,3.5
MNE,2010,38.4,1.7,48.8,3.4
MNE,2011,38.5,1.6,49.1,3.3
MNE,2012,38.5,1.6,49.3,3.5
MNE,2013,38.5,1.6,49.5,3.5
MNE,2014,38.4,1.8,49.6,3.6
MNE,2015,38.3,1.8,49.6,3.8
MNE,2016,38.3,2.1,49.7,3.8
MAR,1984,40.8,2.5,43.3,2.7
MAR,1985,40.8,2.5,43.4,2.7
MAR,1986,40.8,2.5,43.4,2.6
MAR,1987,40.8,2.5,43.5,2.6
MAR,1988,40.8,2.4,43.5,2.6
MAR,1989,40.9,2.3,43.5,2.4
MAR,1990,40.8,2.2,43.5,2.4
MAR,1991,40.8,2.1,43.6,2.3
MAR,1992,40.9,2.2,43.7,2.3
MAR,1993,40.9,2.1,43.7,2.3
MAR,1994,40.9,2.2,43.7,2.2
MAR,1995,40.9,2.2,43.8,2.2
MAR,1996,40.9,2.1,43.8,2.2
MAR,1997,40.9,2,43.9,2.1
MAR,1998,41,1.9,43.9,2
MAR,1999,41.1,1.9,43.9,2.1
MAR,2000,41.1,2,44,2.1
MAR,2001,41.1,2,44.1,2.2
MAR,2002,41.2,2.2,44.1,2.3
MAR,2003,41.2,2.2,44.1,2.3
MAR,2004,41.2,2.2,44.1,2.4
MAR,2005,41.2,2.2,44.1,2.4
MAR,2006,41.3,2.2,44.2,2.4
MAR,2007,41.3,2.3,44.1,2.5
MAR,2008,41.3,2.5,44.1,2.6
MAR,2009,41.2,2.5,44.1,2.7
MAR,2010,41.2,2.6,44.1,2.7
MAR,2011,41.3,2.7,44,2.9
MAR,2012,41.3,2.7,44,2.9
MAR,2013,41.3,2.8,44,2.9
MAR,2014,41.2,2.8,44,3.1
MOZ,1996,45,2,47.7,2.1
MOZ,1997,44.9,1.8,47.5,2
MOZ,1998,45,1.8,47.7,2
MOZ,1999,45.1,1.8,47.8,2.1
MOZ,2000,45.2,1.8,48,2
MOZ,2001,45.3,1.8,48.1,1.9
MOZ,2002,45.4,1.7,48.2,1.9
MOZ,2003,45.3,1.7,48.2,1.9
MOZ,2004,45.4,1.6,48.3,1.9
MOZ,2005,45.5,1.7,48.4,1.9
MOZ,2006,45.6,1.7,48.5,1.9
MOZ,2007,45.7,1.7,48.6,1.9
MOZ,2008,45.8,1.6,48.7,1.8
MOZ,2009,45.9,1.6,48.9,1.7
MOZ,2010,46.2,1.7,49.2,1.9
MOZ,2011,46.4,1.8,49.5,1.9
MOZ,2012,46.7,1.9,49.8,2
MOZ,2013,46.9,1.9,50.1,2
MOZ,2014,47.1,1.9,50.4,2.1
MOZ,2015,47.3,2,50.6,2.2
MMR,2010,33.9,3.3,35.6,3.6
MMR,2011,34,3.4,35.7,3.6
MMR,2012,34.1,3.3,35.8,3.6
MMR,2013,34.1,3.4,35.9,3.6
MMR,2014,34.1,3.3,36,3.5
MMR,2015,34.2,3.4,36.1,3.6
MMR,2016,34.2,3.5,36,3.6
MMR,2017,34.2,3.5,35.9,3.6
NAM,1993,67.2,3.3,70.6,3.6
NAM,1994,67.2,3.3,70.7,3.5
NAM,1995,67.1,3.2,70.6,3.4
NAM,1996,67.1,3.1,70.6,3.4
NAM,1997,67.1,3,70.5,3.3
NAM,1998,67,3,70.5,3.2
NAM,1999,66.9,3,70.5,3
